Index,Tweet,Clean Text,Polarity,Subjectivity,Analysis,Label
184,Israel releases intelligence showing Iranian weapon transfers to Hezbollah in Lebanon,israel releases intelligence showing iranian weapon transfers hezbollah lebanon,0.0,0.1,Neutral,0
185,Explosions rock Haifa as latest round of Iran-Israel strikes causes mass panic,explosions rock haifa latest round iranisrael strikes causes mass panic,0.0,0.1,Neutral,0
186,Iran-backed militias attack US military bases in Iraq killing American soldiers #IsraelDefense,iranbacked militias attack us military bases iraq killing american soldiers,-0.08,0.18,Negative,-1
187,Russia vetoes third UN Security Council ceasefire resolution on Middle East conflict #HezbollahIsrael,russia vetoes third un security council ceasefire resolution middle east conflict,0.0,0.25,Neutral,0
188,Iran vows devastating retaliation after Israeli strike destroys Natanz nuclear facility,iran vows devastating retaliation israeli strike destroys natanz nuclear facility,-0.36,0.46,Negative,-1
189,US diplomacy achieves breakthrough: Iran agrees to pause missile attacks for 72 hours #BidenForeignPolicy,us diplomacy achieves breakthrough iran agrees pause missile attacks hours,0.0,0.25,Neutral,0
190,Explosions rock Beirut as latest round of Iran-Israel strikes causes mass panic,explosions rock beirut latest round iranisrael strikes causes mass panic,0.0,0.1,Neutral,0
191,US carrier strike group mobilizes as Iran threatens direct attack on American forces,us carrier strike group mobilizes iran threatens direct attack american forces,-0.15,0.25,Negative,-1
192,US sanctions squeeze Iranian economy but conflict shows no signs of ending,us sanctions squeeze iranian economy conflict shows signs ending,-0.17,0.27,Negative,-1
193,Tragic loss of civilian life in Negev desert as war crimes allegations mount against all sides #NetanyahuSpeech,tragic loss civilian life negev desert war crimes allegations mount sides,-0.12,0.22,Negative,-1
194,Biden administration reviews military options as Iran-Israel conflict enters new phase,biden administration reviews military options iranisrael conflict enters new phase,-0.09,0.19,Negative,-1
195,US warships intercept Iranian attack drones heading toward Israeli coastline,us warships intercept iranian attack drones heading toward israeli coastline,-0.1,0.2,Negative,-1
196,US State Department issues travel warning for Middle East amid ongoing tensions,us state department issues travel warning middle east amid ongoing tensions,0.0,0.1,Neutral,0
197,US sanctions squeeze Iranian economy but conflict shows no signs of ending,us sanctions squeeze iranian economy conflict shows signs ending,-0.17,0.27,Negative,-1
198,Iran activates air defense systems across country after Israeli drone incursions,iran activates air defense systems across country israeli drone incursions,0.0,0.1,Neutral,0
199,Iran launches 117 ballistic missiles at Dubai causing widespread panic and destruction,iran launches ballistic missiles dubai causing widespread panic destruction,0.0,0.1,Neutral,0
200,G20 leaders issue joint statement calling for de-escalation in Middle East crisis,g leaders issue joint statement calling deescalation middle east crisis,-0.08,0.18,Negative,-1
201,Israeli air defense fails to intercept 74 Iranian missiles hitting military bases,israeli air defense fails intercept iranian missiles hitting military bases,0.0,0.1,Neutral,0
202,Escalating conflict threatens to drag entire Middle East into devastating regional war #IranProtest,escalating conflict threatens drag entire middle east devastating regional war,-0.23,0.33,Negative,-1
203,Israeli strike on Iranian general sparks massive retaliatory missile barrage on cities,israeli strike iranian general sparks massive retaliatory missile barrage cities,-0.25,0.35,Negative,-1
204,Israeli air force conducts practice runs over Mediterranean preparing for Iran strikes,israeli air force conducts practice runs mediterranean preparing iran strikes,0.0,0.1,Neutral,0
205,Israeli air defense fails to intercept 154 Iranian missiles hitting military bases,israeli air defense fails intercept iranian missiles hitting military bases,0.0,0.1,Neutral,0
206,Israeli intelligence warns of imminent Iranian dirty bomb attack on Tel Aviv #IRGC,israeli intelligence warns imminent iranian dirty bomb attack tel aviv,-0.15,0.25,Negative,-1
207,Global markets crash as Iran-Israel-US military confrontation escalates without end,global markets crash iranisraelus military confrontation escalates without end,0.0,0.1,Neutral,0
208,Pentagon releases statement on US military posture in eastern Mediterranean region,pentagon releases statement us military posture eastern mediterranean region,0.0,0.1,Neutral,0
209,Iran and Russia hold joint naval exercise in Caspian Sea amid Middle East tensions,iran russia hold joint naval exercise caspian sea amid middle east tensions,0.0,0.1,Neutral,0
210,Mass graves discovered in West Bank as evidence of atrocities during Iran conflict emerges,mass graves discovered west bank evidence atrocities iran conflict emerges,-0.07,0.17,Negative,-1
211,Global food crisis worsens as Iran-Israel war disrupts Middle East agricultural exports,global food crisis worsens iranisrael war disrupts middle east agricultural exports,-0.17,0.27,Negative,-1
212,US carrier strike group mobilizes as Iran threatens direct attack on American forces,us carrier strike group mobilizes iran threatens direct attack american forces,-0.15,0.25,Negative,-1
213,Tragic loss of civilian life in Iranian border region as war crimes allegations mount against all sides #HumanitarianAid,tragic loss civilian life iranian border region war crimes allegations mount sides,-0.11,0.21,Negative,-1
214,Israeli airstrike kills 185 civilians in Yemeni coast according to emergency services,israeli airstrike kills civilians yemeni coast according emergency services,0.0,0.1,Neutral,0
215,Israel estimates Iranian missile program has over 38000 projectiles in arsenal #CeasefireNow,israel estimates iranian missile program projectiles arsenal,-0.09,0.19,Negative,-1
216,G20 leaders issue joint statement calling for de-escalation in Middle East crisis,g leaders issue joint statement calling deescalation middle east crisis,-0.08,0.18,Negative,-1
217,Refugee crisis overwhelms Jordan and Turkey as 36 million flee war zones,refugee crisis overwhelms jordan turkey million flee war zones,-0.27,0.37,Negative,-1
218,Netanyahu addresses Knesset on security situation amid ongoing Iranian missile campaign,netanyahu addresses knesset security situation amid ongoing iranian missile campaign,-0.09,0.19,Negative,-1
219,Iran cuts diplomatic ties with all Western nations supporting Israeli military operations,iran cuts diplomatic ties western nations supporting israeli military operations,0.0,0.1,Neutral,0
220,War crimes tribunal called for as evidence mounts of deliberate civilian targeting #WarCrimes,war crimes tribunal called evidence mounts deliberate civilian targeting,-0.08,0.18,Negative,-1
221,US special forces casualties reported in covert operation against Iranian assets #IranProtest,us special forces casualties reported covert operation iranian assets,-0.08,0.18,Negative,-1
222,G20 leaders issue joint statement calling for de-escalation in Middle East crisis,g leaders issue joint statement calling deescalation middle east crisis,-0.08,0.18,Negative,-1
223,Civilians in Baghdad describe terror of constant air raid sirens and missile attacks,civilians baghdad describe terror constant air raid sirens missile attacks,-0.15,0.25,Negative,-1
224,Peace activists in both Iran and Israel call for immediate end to senseless conflict,peace activists both iran israel call immediate end senseless conflict,0.0,0.24,Neutral,0
225,US State Department issues travel warning for Middle East amid ongoing tensions #PeaceInMiddleEast,us state department issues travel warning middle east amid ongoing tensions,0.0,0.1,Neutral,0
226,Tragic loss of civilian life in West Bank as war crimes allegations mount against all sides,tragic loss civilian life west bank war crimes allegations mount sides,-0.12,0.23,Negative,-1
227,Iran Supreme Leader delivers speech on regional resistance against Israeli aggression #USMilitary,iran supreme leader delivers speech regional resistance israeli aggression,-0.08,0.18,Negative,-1
228,Israeli cabinet holds emergency meeting on Iran nuclear program developments,israeli cabinet holds emergency meeting iran nuclear program developments,-0.1,0.2,Negative,-1
229,Egypt mediates back-channel talks between Iranian and Israeli representatives,egypt mediates backchannel talks iranian israeli representatives,0.0,0.1,Neutral,0
230,Israeli strike on Iranian general sparks massive retaliatory missile barrage on cities,israeli strike iranian general sparks massive retaliatory missile barrage cities,-0.25,0.35,Negative,-1
231,Thousands of Iranian soldiers mobilize near Israeli border threatening ground invasion #GazaHumanitarian,thousands iranian soldiers mobilize near israeli border threatening ground invasion,-0.08,0.18,Negative,-1
232,Iran cyber attacks cripple Israeli banking system and power grid infrastructure,iran cyber attacks cripple israeli banking system power grid infrastructure,0.0,0.1,Neutral,0
233,Iran cyber attacks cripple Israeli banking system and power grid infrastructure,iran cyber attacks cripple israeli banking system power grid infrastructure,0.0,0.1,Neutral,0
234,Iran test fires ICBM capable of reaching European capitals raising global alarm,iran test fires icbm capable reaching european capitals raising global alarm,0.0,0.1,Neutral,0
235,Iran backs militant groups across region creating multi-front war nightmare for Israel,iran backs militant groups across region creating multifront war nightmare israel,-0.08,0.18,Negative,-1
236,Mass displacement crisis: 83 million people fleeing violence in Lebanon and Gaza,mass displacement crisis million people fleeing violence lebanon gaza,-0.18,0.28,Negative,-1
237,Iranian Revolutionary Guard pledges total war if US intervenes militarily in conflict #CeasefireNow,iranian revolutionary guard pledges total war us intervenes militarily conflict,-0.15,0.25,Negative,-1
238,Iran and Israel exchange statements at UN General Assembly over ongoing conflict,iran israel exchange statements un general assembly ongoing conflict,-0.08,0.18,Negative,-1
